Subscription.Type,Monthly.Revenue,Days.Joined,Last.Payment.Date,Country,Age,Gender,Device,Plan.Duration
Basic,10,1424,7/7/2023,Canada,39,Female,Smart TV,1 Month
Standard,10,2051,9/7/2023,United Kingdom,45,Male,Laptop,1 Month
Premium,10,1166,9/7/2023,Australia,41,Male,Laptop,1 Month
Basic,13,1372,10/7/2023,Germany,28,Male,Laptop,1 Month
Premium,10,643,7/7/2023,France,28,Female,Tablet,1 Month
Basic,15,467,10/7/2023,Brazil,48,Male,Smart TV,1 Month
Standard,10,385,8/7/2023,Mexico,40,Female,Smart TV,1 Month
Standard,12,352,10/7/2023,Spain,39,Male,Smart TV,1 Month
Basic,12,693,7/7/2023,Italy,27,Male,Smartphone,1 Month
Premium,10,2002,11/7/2023,Spain,32,Female,Smart TV,1 Month
Basic,10,1111,8/7/2023,Spain,38,Male,Laptop,1 Month
Standard,10,1720,9/7/2023,United States,41,Female,Laptop,1 Month
Premium,10,1316,10/7/2023,Canada,32,Female,Laptop,1 Month
Basic,12,1840,11/7/2023,United States,37,Male,Tablet,1 Month
Basic,12,2137,8/7/2023,United States,50,Female,Laptop,1 Month
Basic,10,519,9/7/2023,Canada,48,Female,Laptop,1 Month
Standard,11,155,10/7/2023,United Kingdom,37,Male,Tablet,1 Month
Premium,13,672,11/7/2023,Australia,46,Female,Laptop,1 Month
Basic,13,2049,8/7/2023,Germany,46,Male,Laptop,1 Month
Basic,15,1501,9/7/2023,France,39,Male,Smart TV,1 Month
Premium,13,830,10/7/2023,Brazil,42,Female,Smart TV,1 Month
Standard,11,190,10/7/2023,Mexico,41,Female,Smartphone,1 Month
Standard,10,144,7/7/2023,Spain,28,Male,Smart TV,1 Month
Basic,14,2119,9/7/2023,Italy,43,Male,Tablet,1 Month
Premium,14,160,10/7/2023,Spain,45,Female,Smart TV,1 Month
Standard,10,279,9/7/2023,Spain,45,Male,Smart TV,1 Month
Basic,13,1653,7/7/2023,United States,48,Male,Smartphone,1 Month
Standard,12,923,9/7/2023,Canada,30,Male,Laptop,1 Month
Premium,11,1376,10/7/2023,United States,51,Female,Smart TV,1 Month
Basic,12,2054,9/7/2023,United States,48,Female,Smartphone,1 Month
Premium,13,2129,7/7/2023,Canada,41,Female,Smart TV,1 Month
Standard,11,1050,10/7/2023,United Kingdom,37,Female,Smartphone,1 Month
Basic,11,979,9/7/2023,Australia,43,Male,Laptop,1 Month
Standard,15,1583,8/7/2023,Germany,51,Male,Laptop,1 Month
Premium,10,1850,7/7/2023,France,34,Female,Smartphone,1 Month
Basic,10,160,10/7/2023,Brazil,35,Female,Smartphone,1 Month
Standard,12,1509,9/7/2023,Mexico,45,Female,Smart TV,1 Month
Premium,12,2122,10/7/2023,Spain,31,Male,Smart TV,1 Month
Basic,15,1326,8/7/2023,Italy,50,Female,Laptop,1 Month
Premium,12,456,9/7/2023,Spain,41,Male,Smartphone,1 Month
Basic,11,306,9/7/2023,Spain,42,Female,Laptop,1 Month
Standard,11,697,9/7/2023,United States,41,Male,Tablet,1 Month
Standard,14,2084,8/7/2023,Canada,34,Male,Tablet,1 Month
Basic,13,162,9/7/2023,United States,35,Female,Smartphone,1 Month
Premium,10,132,9/7/2023,United States,48,Male,Smartphone,1 Month
Basic,11,1017,9/7/2023,Canada,39,Female,Smart TV,1 Month
Standard,14,1639,9/7/2023,United Kingdom,37,Female,Laptop,1 Month
Premium,10,654,9/7/2023,Australia,31,Male,Tablet,1 Month
Basic,14,860,9/7/2023,Germany,29,Female,Laptop,1 Month
Premium,10,847,9/7/2023,France,36,Male,Tablet,1 Month
Basic,10,1118,8/7/2023,Brazil,32,Male,Smartphone,1 Month
Standard,10,867,11/7/2023,Mexico,31,Female,Smartphone,1 Month
Standard,14,161,9/7/2023,Spain,31,Male,Laptop,1 Month
Basic,12,1060,10/7/2023,Italy,29,Male,Smart TV,1 Month
Premium,10,1752,9/7/2023,Spain,48,Male,Smart TV,1 Month
Basic,14,450,10/7/2023,Spain,46,Male,Tablet,1 Month
Standard,15,1213,9/7/2023,United States,35,Female,Smartphone,1 Month
Premium,11,490,11/7/2023,Canada,37,Female,Tablet,1 Month
Basic,12,1904,9/7/2023,United States,45,Female,Tablet,1 Month
Premium,15,1842,10/7/2023,United States,48,Female,Laptop,1 Month
Basic,10,1188,9/7/2023,Canada,44,Female,Laptop,1 Month
Standard,14,325,11/7/2023,United Kingdom,47,Female,Laptop,1 Month
Standard,12,972,8/7/2023,Australia,35,Male,Smart TV,1 Month
Basic,10,1937,9/7/2023,Germany,35,Female,Smartphone,1 Month
Premium,11,388,8/7/2023,France,35,Male,Smartphone,1 Month
Basic,15,1025,11/7/2023,Brazil,49,Female,Laptop,1 Month
Standard,11,1922,8/7/2023,Mexico,50,Female,Tablet,1 Month
Premium,14,918,9/7/2023,Spain,44,Male,Smartphone,1 Month
Basic,14,1239,9/7/2023,Italy,47,Female,Tablet,1 Month
Premium,15,150,11/7/2023,Spain,46,Female,Laptop,1 Month
Basic,11,1568,8/7/2023,Spain,39,Female,Laptop,1 Month
Standard,15,2130,10/7/2023,United States,34,Male,Laptop,1 Month
Standard,10,1358,9/7/2023,Canada,31,Female,Smart TV,1 Month
Basic,10,931,11/7/2023,United States,46,Female,Laptop,1 Month
Premium,15,1448,8/7/2023,United States,30,Male,Smart TV,1 Month
Basic,12,551,12/7/2023,Canada,29,Male,Tablet,1 Month
Standard,12,1618,9/7/2023,United Kingdom,42,Male,Tablet,1 Month
Premium,13,2137,10/7/2023,Australia,27,Female,Smartphone,1 Month
Basic,15,667,9/7/2023,Germany,33,Male,Laptop,1 Month
Premium,13,175,12/7/2023,France,45,Female,Smart TV,1 Month
Basic,13,2053,9/7/2023,Brazil,50,Male,Tablet,1 Month
Standard,10,1944,9/7/2023,Mexico,42,Female,Tablet,1 Month
Standard,10,578,11/7/2023,Spain,29,Male,Tablet,1 Month
Basic,12,446,12/7/2023,Italy,31,Female,Tablet,1 Month
Premium,13,656,9/7/2023,Spain,42,Female,Smartphone,1 Month
Basic,10,395,9/7/2023,Spain,44,Female,Laptop,1 Month
Standard,10,1288,11/7/2023,United States,34,Male,Smart TV,1 Month
Premium,13,1194,11/7/2023,Canada,40,Female,Smart TV,1 Month
Basic,10,1743,8/7/2023,United States,38,Male,Smart TV,1 Month
Basic,15,1168,9/7/2023,United States,42,Female,Tablet,1 Month
Basic,10,207,11/7/2023,Canada,47,Male,Tablet,1 Month
Standard,15,443,10/7/2023,United Kingdom,29,Female,Tablet,1 Month
Premium,11,1359,8/7/2023,Australia,29,Male,Laptop,1 Month
Basic,14,1737,10/7/2023,Germany,44,Female,Smart TV,1 Month
Basic,12,1226,11/7/2023,France,31,Male,Tablet,1 Month
Premium,14,421,9/7/2023,Brazil,48,Female,Smartphone,1 Month
Standard,14,1465,7/7/2023,Mexico,32,Female,Laptop,1 Month
Standard,13,1818,11/7/2023,Spain,28,Female,Tablet,1 Month
Basic,11,1953,10/7/2023,Italy,36,Female,Smartphone,1 Month
Premium,10,126,9/7/2023,Spain,28,Female,Smartphone,1 Month
Standard,14,1031,7/7/2023,Spain,32,Female,Smart TV,1 Month
Basic,15,1348,10/7/2023,United States,50,Female,Smartphone,1 Month
Standard,12,925,10/7/2023,Canada,44,Male,Tablet,1 Month
Premium,14,1200,10/7/2023,United States,44,Female,Smartphone,1 Month
Basic,14,1751,9/7/2023,United States,47,Male,Laptop,1 Month
Premium,15,321,10/7/2023,Canada,39,Female,Smart TV,1 Month
Standard,11,2123,10/7/2023,United Kingdom,44,Female,Tablet,1 Month
Basic,12,1392,10/7/2023,Australia,46,Female,Tablet,1 Month
Standard,10,81,8/7/2023,Germany,31,Female,Laptop,1 Month
Premium,12,1351,10/7/2023,France,33,Female,Tablet,1 Month
Basic,13,298,9/7/2023,Brazil,27,Male,Laptop,1 Month
Standard,10,270,10/7/2023,Mexico,34,Male,Smart TV,1 Month
Premium,14,2098,9/7/2023,Spain,48,Male,Laptop,1 Month
Basic,14,747,10/7/2023,Italy,39,Female,Smart TV,1 Month
Premium,14,2109,9/7/2023,Spain,39,Male,Laptop,1 Month
Basic,11,1482,10/7/2023,Spain,48,Female,Smart TV,1 Month
Standard,12,1319,9/7/2023,United States,37,Female,Tablet,1 Month
Standard,14,1386,11/7/2023,Canada,40,Male,Laptop,1 Month
Basic,14,686,9/7/2023,United States,41,Female,Smartphone,1 Month
Premium,12,2138,9/7/2023,United States,35,Female,Smartphone,1 Month
Basic,15,1252,9/7/2023,Canada,46,Male,Smartphone,1 Month
Standard,10,957,11/7/2023,United Kingdom,28,Female,Tablet,1 Month
Premium,14,1880,9/7/2023,Australia,29,Female,Laptop,1 Month
Basic,10,651,12/7/2023,Germany,46,Female,Tablet,1 Month
Premium,11,1781,9/7/2023,France,35,Male,Laptop,1 Month
Basic,12,960,11/7/2023,Brazil,27,Male,Smart TV,1 Month
Standard,11,1952,9/7/2023,Mexico,38,Male,Laptop,1 Month
Standard,13,163,12/7/2023,Spain,43,Male,Smart TV,1 Month
Basic,15,485,9/7/2023,Italy,31,Female,Smartphone,1 Month
Premium,13,924,10/7/2023,Spain,29,Female,Tablet,1 Month
Basic,10,614,9/7/2023,Spain,34,Female,Tablet,1 Month
Standard,11,185,12/7/2023,United States,39,Male,Smartphone,1 Month
Premium,14,419,8/7/2023,Canada,34,Female,Smartphone,1 Month
Basic,14,272,10/7/2023,United States,51,Male,Tablet,1 Month
Premium,14,1501,9/7/2023,United States,47,Female,Tablet,1 Month
Basic,12,538,11/7/2023,Canada,46,Male,Smartphone,1 Month
Standard,12,870,8/7/2023,United Kingdom,46,Female,Smartphone,1 Month
Standard,14,747,10/7/2023,Australia,47,Female,Smartphone,1 Month
Basic,14,1335,9/7/2023,Germany,40,Female,Smart TV,1 Month
Premium,12,2145,11/7/2023,France,41,Female,Tablet,1 Month
Basic,12,1872,9/7/2023,Brazil,30,Female,Smartphone,1 Month
Standard,12,990,11/7/2023,Mexico,31,Female,Tablet,1 Month
Premium,14,1223,9/7/2023,Spain,42,Male,Smart TV,1 Month
Basic,12,896,11/7/2023,Italy,46,Female,Tablet,1 Month
Premium,13,300,8/7/2023,Spain,34,Female,Smart TV,1 Month
Basic,14,1644,12/7/2023,Spain,42,Male,Laptop,1 Month
Standard,13,2169,9/7/2023,United States,45,Male,Tablet,1 Month
Standard,12,408,10/7/2023,Canada,30,Male,Smart TV,1 Month
Basic,12,555,9/7/2023,United States,44,Male,Smartphone,1 Month
Premium,10,1188,13-07-23,United States,37,Male,Smart TV,1 Month
Basic,10,591,10/7/2023,Canada,43,Male,Smart TV,1 Month
Standard,12,2032,10/7/2023,United Kingdom,46,Male,Smartphone,1 Month
Premium,11,66,12/7/2023,Australia,40,Female,Tablet,1 Month
Basic,11,1647,12/7/2023,Germany,45,Female,Smartphone,1 Month
Premium,10,1338,9/7/2023,France,48,Female,Smartphone,1 Month
Basic,10,1111,10/7/2023,Brazil,43,Female,Tablet,1 Month
Standard,13,1854,11/7/2023,Mexico,48,Male,Smart TV,1 Month
Standard,10,530,11/7/2023,Spain,32,Female,Smartphone,1 Month
Basic,12,1544,8/7/2023,Italy,38,Male,Laptop,1 Month
Premium,13,211,10/7/2023,Spain,50,Male,Smartphone,1 Month
Basic,11,846,11/7/2023,Spain,33,Female,Laptop,1 Month
Standard,14,1646,10/7/2023,United States,27,Male,Smart TV,1 Month
Premium,12,515,8/7/2023,Canada,47,Male,Tablet,1 Month
Basic,12,1895,10/7/2023,United States,35,Female,Smart TV,1 Month
Basic,12,90,11/7/2023,United States,41,Male,Tablet,1 Month
Basic,14,1510,10/7/2023,Canada,39,Female,Smart TV,1 Month
Standard,13,982,7/7/2023,United Kingdom,46,Female,Smartphone,1 Month
Premium,14,475,11/7/2023,Australia,33,Female,Smartphone,1 Month
Basic,11,1100,10/7/2023,Germany,30,Male,Laptop,1 Month
Basic,13,351,10/7/2023,France,46,Male,Tablet,1 Month
Premium,15,1509,9/7/2023,Brazil,42,Female,Tablet,1 Month
Standard,11,353,11/7/2023,Mexico,28,Female,Tablet,1 Month
Standard,10,1327,10/7/2023,Spain,40,Male,Smart TV,1 Month
Basic,14,402,10/7/2023,Italy,31,Female,Smart TV,1 Month
Premium,13,734,9/7/2023,Spain,27,Male,Laptop,1 Month
Standard,14,799,10/7/2023,Spain,45,Female,Tablet,1 Month
Basic,10,2022,10/7/2023,United States,49,Female,Smart TV,1 Month
Standard,12,1975,11/7/2023,Canada,28,Male,Tablet,1 Month
Premium,14,813,8/7/2023,United States,33,Male,Smart TV,1 Month
Basic,15,454,11/7/2023,United States,38,Male,Smart TV,1 Month
Premium,15,1420,10/7/2023,Canada,44,Male,Tablet,1 Month
Standard,15,1874,10/7/2023,United Kingdom,34,Female,Laptop,1 Month
Basic,15,311,9/7/2023,Australia,35,Male,Laptop,1 Month
Standard,10,543,10/7/2023,Germany,47,Male,Tablet,1 Month
Premium,12,2008,10/7/2023,France,30,Male,Smartphone,1 Month
Basic,12,745,10/7/2023,Brazil,50,Female,Smart TV,1 Month
Standard,12,630,9/7/2023,Mexico,32,Male,Laptop,1 Month
Premium,14,1368,12/7/2023,Spain,36,Female,Smart TV,1 Month
Basic,14,1616,10/7/2023,Italy,40,Female,Smart TV,1 Month
Premium,15,917,9/7/2023,Spain,39,Male,Smartphone,1 Month
Basic,11,1361,10/7/2023,Spain,28,Male,Smartphone,1 Month
Standard,12,1040,11/7/2023,United States,29,Female,Smart TV,1 Month
Standard,14,405,9/7/2023,Canada,49,Male,Tablet,1 Month
Basic,14,651,12/7/2023,United States,40,Male,Laptop,1 Month
Premium,12,862,10/7/2023,United States,29,Male,Laptop,1 Month
Basic,14,1908,11/7/2023,Canada,35,Female,Tablet,1 Month
Standard,14,1445,10/7/2023,United Kingdom,44,Male,Smartphone,1 Month
Premium,11,270,13-07-23,Australia,39,Male,Smart TV,1 Month
Basic,12,1720,9/7/2023,Germany,27,Male,Smart TV,1 Month
Premium,11,1626,11/7/2023,France,31,Male,Smart TV,1 Month
Basic,13,371,10/7/2023,Brazil,39,Female,Laptop,1 Month
Standard,13,1020,12/7/2023,Mexico,44,Male,Laptop,1 Month
Standard,10,2030,9/7/2023,Spain,48,Female,Tablet,1 Month
Basic,11,207,11/7/2023,Italy,27,Male,Smartphone,1 Month
Premium,13,1623,9/7/2023,Spain,27,Male,Laptop,1 Month
Basic,14,700,11/7/2023,Spain,41,Male,Smart TV,1 Month
Standard,15,99,9/7/2023,United States,44,Female,Tablet,1 Month
Premium,12,129,12/7/2023,Canada,29,Female,Tablet,1 Month
Basic,13,924,9/7/2023,United States,42,Female,Smartphone,1 Month
Premium,15,234,11/7/2023,United States,45,Female,Smart TV,1 Month
Basic,11,948,9/7/2023,Canada,39,Female,Tablet,1 Month
Standard,15,1129,12/7/2023,United Kingdom,41,Female,Tablet,1 Month
Standard,10,2096,10/7/2023,Australia,41,Female,Laptop,1 Month
Basic,15,1415,11/7/2023,Germany,41,Male,Smartphone,1 Month
Premium,14,1473,9/7/2023,France,47,Female,Smart TV,1 Month
Basic,10,396,13-07-23,Brazil,49,Female,Smartphone,1 Month
Standard,12,923,10/7/2023,Mexico,29,Male,Laptop,1 Month
Premium,10,1698,10/7/2023,Spain,33,Male,Tablet,1 Month
Basic,13,937,12/7/2023,Italy,45,Female,Smart TV,1 Month
Premium,13,1300,13-07-23,Spain,41,Female,Laptop,1 Month
Basic,11,816,10/7/2023,Spain,31,Male,Laptop,1 Month
Standard,15,1804,10/7/2023,United States,51,Male,Tablet,1 Month
Standard,11,2018,12/7/2023,Canada,43,Female,Smartphone,1 Month
Basic,12,1233,12/7/2023,United States,33,Female,Laptop,1 Month
Premium,10,1670,9/7/2023,United States,47,Female,Smartphone,1 Month
Basic,13,1568,10/7/2023,Canada,40,Female,Laptop,1 Month
Standard,14,2071,12/7/2023,United Kingdom,34,Female,Smartphone,1 Month
Premium,15,1935,11/7/2023,Australia,40,Male,Tablet,1 Month
Basic,15,1541,9/7/2023,Germany,38,Male,Laptop,1 Month
Premium,11,1489,10/7/2023,France,47,Male,Smart TV,1 Month
Basic,13,1618,11/7/2023,Brazil,29,Male,Smart TV,1 Month
Standard,14,1064,10/7/2023,Mexico,49,Female,Smartphone,1 Month
Standard,12,156,8/7/2023,Spain,40,Male,Smart TV,1 Month
Basic,12,1103,11/7/2023,Italy,51,Female,Laptop,1 Month
Premium,11,721,11/7/2023,Spain,51,Female,Tablet,1 Month
Basic,12,2189,10/7/2023,Spain,50,Female,Smart TV,1 Month
Standard,10,500,9/7/2023,United States,47,Female,Laptop,1 Month
Premium,10,462,12/7/2023,Canada,40,Male,Smart TV,1 Month
Basic,15,1595,10/7/2023,United States,35,Female,Smart TV,1 Month
Basic,15,2098,10/7/2023,United States,37,Female,Smart TV,1 Month
Basic,15,834,10/7/2023,Canada,30,Male,Tablet,1 Month
Standard,15,799,11/7/2023,United Kingdom,47,Female,Tablet,1 Month
Premium,12,1412,10/7/2023,Australia,35,Male,Smartphone,1 Month
Basic,14,579,11/7/2023,Germany,33,Male,Tablet,1 Month
Basic,13,821,9/7/2023,France,51,Female,Laptop,1 Month
Premium,12,1889,11/7/2023,Brazil,31,Female,Tablet,1 Month
Standard,10,899,11/7/2023,Mexico,48,Female,Laptop,1 Month
Standard,11,1213,11/7/2023,Spain,40,Male,Laptop,1 Month
Basic,15,1434,9/7/2023,Italy,41,Female,Laptop,1 Month
Premium,15,980,11/7/2023,Spain,41,Male,Laptop,1 Month
Standard,12,1395,10/7/2023,Spain,28,Female,Laptop,1 Month
Basic,13,2170,11/7/2023,United States,45,Female,Laptop,1 Month
Standard,11,1202,10/7/2023,Canada,32,Female,Laptop,1 Month
Premium,10,2063,11/7/2023,United States,31,Male,Tablet,1 Month
Basic,10,751,10/7/2023,United States,40,Female,Tablet,1 Month
Premium,10,910,10/7/2023,Canada,40,Female,Smartphone,1 Month
Standard,14,248,9/7/2023,United Kingdom,50,Male,Tablet,1 Month
Basic,12,473,12/7/2023,Australia,41,Male,Smartphone,1 Month
Standard,10,1152,10/7/2023,Germany,43,Male,Tablet,1 Month
Premium,15,987,9/7/2023,France,43,Male,Tablet,1 Month
Basic,11,2119,10/7/2023,Brazil,36,Female,Smartphone,1 Month
Standard,15,1541,11/7/2023,Mexico,48,Male,Smart TV,1 Month
Premium,15,88,10/7/2023,Spain,33,Female,Smartphone,1 Month
Basic,14,684,14-07-23,Italy,30,Female,Smart TV,1 Month
Premium,14,772,10/7/2023,Spain,37,Female,Laptop,1 Month
Basic,13,230,11/7/2023,Spain,49,Male,Smart TV,1 Month
Standard,15,1248,11/7/2023,United States,47,Female,Smartphone,1 Month
Standard,10,1975,13-07-23,Canada,45,Female,Tablet,1 Month
Basic,11,82,9/7/2023,United States,50,Male,Smart TV,1 Month
Premium,12,615,11/7/2023,United States,36,Male,Smartphone,1 Month
Basic,14,202,10/7/2023,Canada,37,Male,Smart TV,1 Month
Standard,15,1832,12/7/2023,United Kingdom,38,Female,Tablet,1 Month
Premium,10,1042,10/7/2023,Australia,40,Male,Smart TV,1 Month
Basic,13,1685,12/7/2023,Germany,38,Female,Smart TV,1 Month
Premium,14,915,10/7/2023,France,46,Female,Tablet,1 Month
Basic,10,252,11/7/2023,Brazil,40,Female,Smartphone,1 Month
Standard,13,1565,10/7/2023,Mexico,34,Male,Smart TV,1 Month
Standard,12,183,12/7/2023,Spain,39,Female,Smartphone,1 Month
Basic,13,1274,10/7/2023,Italy,47,Male,Smartphone,1 Month
Premium,15,415,12/7/2023,Spain,41,Male,Laptop,1 Month
Basic,12,1730,9/7/2023,Spain,47,Female,Tablet,1 Month
Standard,13,1315,13-07-23,United States,50,Male,Smartphone,1 Month
Premium,10,2026,10/7/2023,Canada,31,Male,Tablet,1 Month
Basic,13,319,11/7/2023,United States,41,Male,Smartphone,1 Month
Premium,11,1463,11/7/2023,United States,31,Female,Laptop,1 Month
Basic,12,1034,14-07-23,Canada,41,Female,Smart TV,1 Month
Standard,12,644,11/7/2023,United Kingdom,28,Male,Tablet,1 Month
Standard,14,2180,10/7/2023,Australia,40,Female,Smartphone,1 Month
Basic,11,625,13-07-23,Germany,34,Female,Smart TV,1 Month
Premium,10,1443,13-07-23,France,37,Male,Smartphone,1 Month
Basic,13,1612,10/7/2023,Brazil,30,Female,Laptop,1 Month
Standard,12,1593,10/7/2023,Mexico,32,Male,Tablet,1 Month
Premium,14,1014,12/7/2023,Spain,41,Male,Smartphone,1 Month
Basic,13,511,12/7/2023,Italy,42,Female,Tablet,1 Month
Premium,13,441,9/7/2023,Spain,40,Male,Laptop,1 Month
Basic,11,1286,10/7/2023,Spain,30,Female,Smartphone,1 Month
Standard,14,703,12/7/2023,United States,43,Male,Laptop,1 Month
Standard,14,331,11/7/2023,Canada,31,Female,Tablet,1 Month
Basic,15,810,9/7/2023,United States,45,Male,Smartphone,1 Month
Premium,10,173,11/7/2023,United States,33,Male,Smart TV,1 Month
Basic,14,343,12/7/2023,Canada,41,Male,Smartphone,1 Month
Standard,11,654,11/7/2023,United Kingdom,37,Male,Smart TV,1 Month
Premium,12,2049,9/7/2023,Australia,40,Female,Smartphone,1 Month
Basic,10,924,12/7/2023,Germany,36,Male,Tablet,1 Month
Premium,14,301,11/7/2023,France,28,Male,Smart TV,1 Month
Basic,12,2086,11/7/2023,Brazil,38,Male,Smartphone,1 Month
Standard,11,649,9/7/2023,Mexico,36,Female,Tablet,1 Month
Standard,12,1630,12/7/2023,Spain,47,Female,Smart TV,1 Month
Basic,12,1558,10/7/2023,Italy,35,Female,Laptop,1 Month
Premium,14,1965,11/7/2023,Spain,29,Female,Tablet,1 Month
Basic,14,2168,10/7/2023,Spain,49,Female,Smart TV,1 Month
Standard,11,1156,12/7/2023,United States,34,Male,Smart TV,1 Month
Premium,13,1378,11/7/2023,Canada,37,Male,Smart TV,1 Month
Basic,14,1933,11/7/2023,United States,50,Male,Smart TV,1 Month
Basic,12,1521,9/7/2023,United States,38,Male,Smart TV,1 Month
Basic,15,131,11/7/2023,Canada,37,Female,Smart TV,1 Month
Standard,12,719,11/7/2023,United Kingdom,34,Male,Laptop,1 Month
Premium,13,1313,11/7/2023,Australia,30,Male,Smart TV,1 Month
Basic,13,463,11/7/2023,Germany,35,Male,Laptop,1 Month
Basic,12,1588,11/7/2023,France,39,Male,Tablet,1 Month
Premium,10,1813,11/7/2023,Brazil,47,Female,Tablet,1 Month
Standard,13,574,11/7/2023,Mexico,40,Female,Laptop,1 Month
Standard,12,2169,10/7/2023,Spain,33,Male,Smart TV,1 Month
Basic,12,464,13-07-23,Italy,32,Female,Smartphone,1 Month
Premium,13,2181,10/7/2023,Spain,32,Male,Smart TV,1 Month
Standard,10,491,10/7/2023,Spain,30,Female,Smart TV,1 Month
Basic,12,1542,11/7/2023,United States,49,Male,Tablet,1 Month
Standard,13,911,12/7/2023,Canada,39,Female,Smartphone,1 Month
Premium,15,1614,10/7/2023,United States,45,Male,Laptop,1 Month
Basic,14,487,12/7/2023,United States,43,Male,Smartphone,1 Month
Premium,10,608,10/7/2023,Canada,41,Male,Smartphone,1 Month
Standard,10,1220,11/7/2023,United Kingdom,38,Female,Tablet,1 Month
Basic,13,1072,11/7/2023,Australia,34,Female,Smartphone,1 Month
Standard,15,260,14-07-23,Germany,38,Male,Laptop,1 Month
Premium,11,1192,10/7/2023,France,48,Male,Tablet,1 Month
Basic,11,1879,12/7/2023,Brazil,38,Female,Smart TV,1 Month
Standard,10,71,11/7/2023,Mexico,34,Female,Laptop,1 Month
Premium,10,2014,13-07-23,Spain,44,Female,Tablet,1 Month
Basic,11,1620,10/7/2023,Italy,39,Male,Smartphone,1 Month
Premium,10,422,12/7/2023,Spain,43,Female,Smartphone,1 Month
Basic,13,632,10/7/2023,Spain,49,Female,Smart TV,1 Month
Standard,10,1617,12/7/2023,United States,48,Female,Smart TV,1 Month
Standard,11,453,11/7/2023,Canada,47,Female,Tablet,1 Month
Basic,12,648,13-07-23,United States,27,Female,Laptop,1 Month
Premium,14,95,10/7/2023,United States,40,Female,Smartphone,1 Month
Basic,11,525,12/7/2023,Canada,43,Female,Smart TV,1 Month
Standard,15,881,10/7/2023,United Kingdom,30,Female,Laptop,1 Month
Premium,13,377,13-07-23,Australia,43,Female,Smart TV,1 Month
Basic,13,1931,10/7/2023,Germany,49,Male,Laptop,1 Month
Premium,13,1655,12/7/2023,France,47,Male,Smartphone,1 Month
Basic,13,907,11/7/2023,Brazil,33,Male,Smartphone,1 Month
Standard,15,1543,14-07-23,Mexico,48,Female,Smartphone,1 Month
Standard,13,2056,11/7/2023,Spain,31,Male,Laptop,1 Month
Basic,13,1876,11/7/2023,Italy,30,Male,Tablet,1 Month
Premium,14,752,13-07-23,Spain,34,Female,Smartphone,1 Month
Basic,12,249,14-07-23,Spain,37,Male,Smartphone,1 Month
Standard,11,960,11/7/2023,United States,44,Female,Smart TV,1 Month
Premium,13,541,11/7/2023,Canada,28,Female,Smart TV,1 Month
Basic,11,321,13-07-23,United States,47,Male,Smartphone,1 Month
Premium,11,1970,13-07-23,United States,43,Male,Smart TV,1 Month
Basic,12,758,10/7/2023,Canada,51,Male,Tablet,1 Month
Standard,14,2168,11/7/2023,United Kingdom,50,Male,Laptop,1 Month
Standard,11,837,13-07-23,Australia,40,Female,Smartphone,1 Month
Basic,11,1599,12/7/2023,Germany,31,Female,Laptop,1 Month
Premium,15,528,10/7/2023,France,29,Female,Smartphone,1 Month
Basic,15,407,10/7/2023,Brazil,38,Female,Tablet,1 Month
Standard,14,1158,13-07-23,Mexico,47,Male,Tablet,1 Month
Premium,15,563,12/7/2023,Spain,30,Male,Tablet,1 Month
Basic,13,1546,10/7/2023,Italy,42,Male,Laptop,1 Month
Premium,12,764,12/7/2023,Spain,49,Male,Smart TV,1 Month
Basic,14,996,12/7/2023,Spain,50,Female,Tablet,1 Month
Standard,11,1728,11/7/2023,United States,51,Male,Smart TV,1 Month
Standard,11,1375,9/7/2023,Canada,47,Male,Smartphone,1 Month
Basic,13,343,12/7/2023,United States,36,Female,Smartphone,1 Month
Premium,12,499,11/7/2023,United States,30,Female,Laptop,1 Month
Basic,12,1567,11/7/2023,Canada,34,Female,Tablet,1 Month
Standard,10,2052,10/7/2023,United Kingdom,35,Female,Tablet,1 Month
Premium,14,651,12/7/2023,Australia,30,Male,Smart TV,1 Month
Basic,14,62,11/7/2023,Germany,30,Male,Tablet,1 Month
Premium,11,1702,12/7/2023,France,41,Female,Smartphone,1 Month
Basic,15,325,10/7/2023,Brazil,39,Female,Smartphone,1 Month
Standard,14,1134,12/7/2023,Mexico,30,Male,Tablet,1 Month
Standard,12,1965,12/7/2023,Spain,36,Female,Smart TV,1 Month
Basic,11,2004,12/7/2023,Italy,33,Female,Smartphone,1 Month
Premium,11,1856,10/7/2023,Spain,35,Female,Tablet,1 Month
Basic,14,1665,12/7/2023,Spain,46,Male,Tablet,1 Month
Standard,12,919,11/7/2023,United States,51,Female,Tablet,1 Month
Premium,13,876,12/7/2023,Canada,42,Female,Smartphone,1 Month
Basic,13,1815,11/7/2023,United States,30,Female,Smart TV,1 Month
Basic,10,1762,13-07-23,United States,45,Male,Smartphone,1 Month
Basic,15,927,11/7/2023,Canada,27,Male,Smartphone,1 Month
Standard,10,2004,11/7/2023,United Kingdom,41,Male,Smart TV,1 Month
Premium,14,1434,10/7/2023,Australia,35,Male,Tablet,1 Month
Basic,10,1973,13-07-23,Germany,30,Male,Laptop,1 Month
Basic,11,1523,11/7/2023,France,35,Female,Laptop,1 Month
Premium,12,537,11/7/2023,Brazil,47,Female,Smartphone,1 Month
Standard,15,352,11/7/2023,Mexico,41,Male,Laptop,1 Month
Standard,12,583,12/7/2023,Spain,48,Female,Tablet,1 Month
